id,exercise_id,score,user_id
106,102,0.00000000,8
107,103,0.00000000,8
108,125,0.00000000,8
109,123,0.00000000,8
110,123,0.00000000,8
111,125,0.00000000,8
112,126,0.00000000,8
113,126,0.00000000,8
114,115,0.00000000,7
115,121,0.00000000,7
116,81,0.00000000,7
117,82,0.00000000,7
118,101,0.00000000,7
119,104,0.00000000,7
120,119,0.00000000,7
121,103,0.00000000,7
122,105,0.00000000,7
123,105,0.00000000,7
124,105,0.00000000,7
125,122,0.00000000,7
126,126,0.00000000,7
127,114,0.00000000,4
128,114,0.00000000,4
129,114,0.00000000,4
130,114,0.00000000,4
131,115,0.00000000,4
132,115,0.00000000,4
133,115,0.00000000,4
134,116,0.00000000,4
135,117,0.00000000,4
136,132,0.00000000,4
137,132,0.00000000,4
138,121,0.00000000,4
139,121,0.00000000,4
140,122,0.00000000,4
141,122,0.00000000,4
23276,24,100.00000000,1
142,122,0.00000000,4
143,123,0.00000000,4
144,123,0.00000000,4
145,123,0.00000000,4
146,123,0.00000000,4
147,124,0.00000000,4
148,124,0.00000000,4
149,125,0.00000000,4
150,126,0.00000000,4
151,126,0.00000000,4
152,126,0.00000000,4
153,81,0.00000000,4
154,82,0.00000000,4
155,83,0.00000000,4
156,84,0.00000000,4
157,130,0.00000000,8
158,131,0.00000000,8
159,98,0.00000000,9
160,99,0.00000000,9
161,99,0.00000000,9
162,99,0.00000000,9
163,100,0.00000000,9
164,100,0.00000000,9
165,127,0.00000000,9
166,109,0.00000000,9
167,109,0.00000000,9
168,110,0.00000000,9
169,110,0.00000000,9
170,111,0.00000000,9
171,111,0.00000000,9
172,112,0.00000000,9
173,113,0.00000000,9
174,113,0.00000000,9
175,113,0.00000000,9
176,114,0.00000000,9
177,114,0.00000000,9
178,114,0.00000000,9
179,114,0.00000000,9
180,101,0.00000000,9
181,102,0.00000000,9
182,103,0.00000000,9
183,103,0.00000000,9
184,119,0.00000000,9
185,120,0.00000000,9
186,120,0.00000000,9
187,120,0.00000000,9
188,115,0.00000000,9
189,116,0.00000000,9
190,101,0.00000000,8
191,102,0.00000000,8
192,102,0.00000000,8
193,103,0.00000000,8
194,101,0.00000000,8
195,101,0.00000000,8
196,129,0.00000000,8
197,130,0.00000000,8
198,104,0.00000000,8
199,106,0.00000000,8
200,115,0.00000000,8
201,117,0.00000000,8
202,117,0.00000000,8
203,132,0.00000000,8
204,121,0.00000000,9
205,122,0.00000000,9
206,123,0.00000000,9
207,124,0.00000000,9
208,125,0.00000000,9
209,126,0.00000000,9
210,195,0.00000000,9
211,129,0.00000000,10
212,130,0.00000000,10
213,126,0.00000000,10
214,109,0.00000000,8
215,110,0.00000000,8
216,116,0.00000000,8
217,117,0.00000000,8
218,117,0.00000000,8
219,132,0.00000000,8
220,123,0.00000000,8
221,126,0.00000000,8
222,126,0.00000000,8
223,81,0.00000000,8
224,81,0.00000000,8
225,82,0.00000000,8
226,84,0.00000000,8
227,196,0.00000000,8
228,196,0.00000000,8
229,200,0.00000000,8
230,199,0.00000000,8
231,102,0.00000000,8
232,101,0.00000000,8
233,130,0.00000000,8
234,130,0.00000000,8
235,195,0.00000000,5
236,196,0.00000000,5
237,196,0.00000000,5
238,198,0.00000000,5
239,198,0.00000000,5
240,197,0.00000000,5
241,200,0.00000000,5
242,199,0.00000000,5
243,109,0.00000000,11
244,109,0.00000000,11
245,110,0.00000000,11
246,110,0.00000000,11
247,110,0.00000000,11
248,110,0.00000000,11
249,110,0.00000000,11
250,111,0.00000000,11
251,111,0.00000000,11
252,112,0.00000000,11
253,113,0.00000000,11
254,113,0.00000000,11
255,115,0.00000000,11
256,115,0.00000000,11
257,116,0.00000000,11
258,116,0.00000000,11
259,116,0.00000000,11
260,115,0.00000000,12
261,116,0.00000000,12
262,117,0.00000000,12
263,118,0.00000000,12
264,132,0.00000000,12
265,116,0.00000000,11
266,117,0.00000000,11
267,117,0.00000000,11
268,117,0.00000000,11
269,117,0.00000000,11
270,117,0.00000000,11
271,118,0.00000000,11
272,118,0.00000000,11
273,117,0.00000000,11
274,117,0.00000000,11
275,117,0.00000000,11
276,123,0.00000000,8
277,123,0.00000000,8
278,123,0.00000000,8
279,123,0.00000000,8
280,125,0.00000000,8
281,123,0.00000000,8
282,123,0.00000000,8
283,125,0.00000000,8
284,125,0.00000000,8
23277,3,92.00000000,1
285,106,0.00000000,8
286,106,0.00000000,8
287,108,0.00000000,8
288,196,0.00000000,8
289,196,0.00000000,8
290,197,0.00000000,8
291,131,0.00000000,8
292,130,0.00000000,8
293,129,0.00000000,8
294,200,0.00000000,8
295,200,0.00000000,8
296,199,0.00000000,8
297,120,0.00000000,8
298,119,0.00000000,8
299,84,0.00000000,8
300,123,0.00000000,8
301,106,0.00000000,8
302,121,0.00000000,8
303,122,0.00000000,8
304,123,0.00000000,8
305,121,0.00000000,8
306,121,0.00000000,8
307,123,0.00000000,8
308,105,0.00000000,8
309,106,0.00000000,8
310,106,0.00000000,8
311,129,0.00000000,8
312,101,0.00000000,13
313,115,0.00000000,13
314,196,0.00000000,14
315,82,0.00000000,14
316,101,0.00000000,8
317,102,0.00000000,8
318,103,0.00000000,8
319,104,0.00000000,8
320,107,0.00000000,8
321,108,0.00000000,8
322,98,0.00000000,15
323,99,0.00000000,15
324,129,0.00000000,15
325,130,0.00000000,15
326,101,0.00000000,15
327,102,0.00000000,15
328,195,0.00000000,15
329,109,0.00000000,15
330,195,0.00000000,15
331,195,0.00000000,15
332,129,0.00000000,16
333,109,0.00000000,17
334,111,0.00000000,17
335,112,0.00000000,17
336,121,0.00000000,8
337,120,0.00000000,8
338,83,0.00000000,8
339,123,0.00000000,8
340,122,0.00000000,8
341,104,0.00000000,8
342,106,0.00000000,8
343,101,0.00000000,8
344,101,0.00000000,8
345,102,0.00000000,8
346,101,0.00000000,8
347,101,0.00000000,8
348,101,0.00000000,8
349,101,0.00000000,8
350,101,0.00000000,8
351,101,0.00000000,8
352,101,0.00000000,8
353,101,0.00000000,8
354,101,0.00000000,8
355,101,0.00000000,8
356,101,0.00000000,8
357,101,0.00000000,8
358,101,0.00000000,8
359,101,0.00000000,8
360,101,0.00000000,8
361,101,0.00000000,8
362,121,0.00000000,8
363,84,0.00000000,8
364,83,0.00000000,8
365,84,0.00000000,8
366,98,0.00000000,8
367,84,0.00000000,8
368,85,0.00000000,8
369,83,0.00000000,8
370,85,0.00000000,8
371,81,0.00000000,8
372,81,0.00000000,8
373,81,0.00000000,8
374,129,0.00000000,8
375,101,0.00000000,8
376,101,0.00000000,8
377,102,0.00000000,8
378,102,0.00000000,8
379,123,0.00000000,8
380,125,0.00000000,8
381,125,0.00000000,8
382,196,0.00000000,8
383,196,0.00000000,8
384,196,0.00000000,8
385,196,0.00000000,8
386,101,0.00000000,8
387,101,0.00000000,8
388,101,0.00000000,8
389,101,0.00000000,8
390,102,0.00000000,8
391,101,0.00000000,8
392,102,0.00000000,8
393,101,0.00000000,8
394,101,0.00000000,8
395,101,0.00000000,8
396,101,0.00000000,8
397,102,0.00000000,8
398,101,0.00000000,8
399,102,0.00000000,8
400,101,0.00000000,8
401,102,0.00000000,8
402,102,0.00000000,8
403,101,0.00000000,8
404,102,0.00000000,8
405,103,0.00000000,8
406,101,0.00000000,8
407,102,0.00000000,8
408,103,0.00000000,8
409,101,0.00000000,8
410,102,0.00000000,8
411,103,0.00000000,8
412,102,0.00000000,8
413,101,0.00000000,8
414,101,0.00000000,8
415,102,0.00000000,8
416,103,0.00000000,8
417,119,0.00000000,18
418,102,0.00000000,8
419,103,0.00000000,8
420,104,0.00000000,8
421,105,0.00000000,8
422,106,0.00000000,8
423,104,0.00000000,8
424,120,0.00000000,18
425,120,0.00000000,18
426,120,0.00000000,18
427,120,0.00000000,18
23278,190,0.00000000,1
428,120,0.00000000,18
429,120,0.00000000,18
430,120,0.00000000,18
431,120,0.00000000,18
432,120,0.00000000,18
433,121,0.00000000,18
434,122,0.00000000,18
435,123,0.00000000,18
436,123,0.00000000,18
437,123,0.00000000,18
438,123,0.00000000,18
439,123,0.00000000,18
440,124,0.00000000,18
441,125,0.00000000,18
442,125,0.00000000,18
443,125,0.00000000,18
444,125,0.00000000,18
445,126,0.00000000,18
446,126,0.00000000,18
447,81,0.00000000,18
448,84,0.00000000,18
449,81,0.00000000,18
450,102,0.00000000,14
451,195,0.00000000,14
452,103,0.00000000,14
453,119,0.00000000,14
454,120,0.00000000,14
455,126,0.00000000,14
456,121,0.00000000,14
457,121,0.00000000,14
458,121,0.00000000,8
459,124,0.00000000,8
460,126,0.00000000,8
461,123,0.00000000,8
462,122,0.00000000,8
463,122,0.00000000,8
464,121,0.00000000,8
465,121,0.00000000,8
466,115,0.00000000,13
467,115,0.00000000,13
468,116,0.00000000,13
469,117,0.00000000,13
470,118,0.00000000,13
471,118,0.00000000,13
472,132,0.00000000,13
473,132,0.00000000,13
474,109,0.00000000,13
23279,182,0.00000000,1
475,109,0.00000000,13
476,110,0.00000000,13
477,110,0.00000000,13
478,101,0.00000000,15
479,101,0.00000000,15
480,102,0.00000000,15
481,195,0.00000000,15
482,200,0.00000000,15
483,107,0.00000000,15
484,102,0.00000000,8
485,123,0.00000000,8
486,126,0.00000000,8
487,196,0.00000000,8
488,198,0.00000000,8
489,101,0.00000000,8
490,101,0.00000000,8
491,103,0.00000000,8
492,101,0.00000000,8
493,101,0.00000000,8
494,101,0.00000000,8
495,101,0.00000000,8
496,101,0.00000000,8
497,101,0.00000000,8
498,102,0.00000000,8
499,101,0.00000000,8
500,101,0.00000000,8
501,101,0.00000000,8
502,102,0.00000000,8
503,101,0.00000000,8
504,101,0.00000000,8
505,101,0.00000000,8
506,102,0.00000000,8
507,103,0.00000000,8
508,101,0.00000000,8
509,101,0.00000000,8
510,101,0.00000000,8
511,101,0.00000000,8
512,101,0.00000000,8
513,101,0.00000000,8
514,101,0.00000000,8
515,101,0.00000000,8
516,102,0.00000000,5
517,103,0.00000000,5
518,109,0.00000000,5
519,110,0.00000000,5
520,111,0.00000000,5
521,112,0.00000000,5
23280,24,0.00000000,1
522,113,0.00000000,5
523,114,0.00000000,5
524,104,0.00000000,5
525,105,0.00000000,5
526,106,0.00000000,5
527,107,0.00000000,5
528,108,0.00000000,5
529,115,0.00000000,5
530,117,0.00000000,5
531,119,0.00000000,5
532,120,0.00000000,5
533,121,0.00000000,5
534,122,0.00000000,5
535,123,0.00000000,5
536,124,0.00000000,5
537,125,0.00000000,5
538,126,0.00000000,5
539,81,0.00000000,5
540,82,0.00000000,5
541,83,0.00000000,5
542,98,0.00000000,15
543,98,0.00000000,15
544,98,0.00000000,15
545,99,0.00000000,15
546,109,0.00000000,15
547,101,0.00000000,15
548,107,0.00000000,15
549,102,0.00000000,15
550,101,0.00000000,8
551,112,0.00000000,8
552,109,0.00000000,8
553,110,0.00000000,8
554,111,0.00000000,8
555,113,0.00000000,8
556,114,0.00000000,8
557,114,0.00000000,8
558,115,0.00000000,8
559,116,0.00000000,8
560,116,0.00000000,8
561,117,0.00000000,8
562,118,0.00000000,8
563,121,0.00000000,8
564,122,0.00000000,8
565,123,0.00000000,8
566,124,0.00000000,8
567,125,0.00000000,8
568,126,0.00000000,8
23281,40,0.00000000,1
569,126,0.00000000,8
570,81,0.00000000,8
571,82,0.00000000,8
572,83,0.00000000,8
573,83,0.00000000,5
574,84,0.00000000,5
575,85,0.00000000,5
576,129,0.00000000,5
577,195,0.00000000,5
578,196,0.00000000,5
579,196,0.00000000,5
580,198,0.00000000,5
581,197,0.00000000,5
582,200,0.00000000,5
583,199,0.00000000,5
584,102,0.00000000,15
585,102,0.00000000,15
586,102,0.00000000,15
587,102,0.00000000,15
588,102,0.00000000,15
589,107,0.00000000,15
590,107,0.00000000,15
591,107,0.00000000,15
592,107,0.00000000,15
593,107,0.00000000,15
594,104,0.00000000,15
595,104,0.00000000,15
596,101,0.00000000,8
597,101,0.00000000,8
598,102,0.00000000,8
599,102,0.00000000,8
600,102,0.00000000,8
601,102,0.00000000,8
602,103,0.00000000,8
603,103,0.00000000,8
604,104,0.00000000,8
605,105,0.00000000,8
606,106,0.00000000,8
607,106,0.00000000,8
608,107,0.00000000,8
609,107,0.00000000,8
610,108,0.00000000,8
611,119,0.00000000,8
612,120,0.00000000,8
613,129,0.00000000,8
614,109,0.00000000,8
615,110,0.00000000,8
616,98,0.00000000,8
617,99,0.00000000,8
618,99,0.00000000,8
619,127,0.00000000,8
620,112,0.00000000,8
621,113,0.00000000,8
622,115,0.00000000,8
623,116,0.00000000,8
624,116,0.00000000,8
625,117,0.00000000,8
626,117,0.00000000,8
627,118,0.00000000,8
628,132,0.00000000,8
629,122,0.00000000,8
630,124,0.00000000,8
631,125,0.00000000,8
632,126,0.00000000,8
633,81,0.00000000,8
634,82,0.00000000,8
635,83,0.00000000,8
636,84,0.00000000,8
637,195,0.00000000,8
638,196,0.00000000,8
639,198,0.00000000,8
640,197,0.00000000,8
641,200,0.00000000,8
642,199,0.00000000,8
643,109,0.00000000,8
644,110,0.00000000,8
645,117,0.00000000,8
646,118,0.00000000,8
647,102,0.00000000,19
648,102,0.00000000,19
649,102,0.00000000,19
650,102,0.00000000,19
651,102,0.00000000,19
652,107,0.00000000,19
653,107,0.00000000,19
654,107,0.00000000,19
655,107,0.00000000,19
656,107,0.00000000,19
657,121,0.00000000,8
658,122,0.00000000,8
659,122,0.00000000,8
660,122,0.00000000,8
661,123,0.00000000,8
662,124,0.00000000,8
663,125,0.00000000,8
664,126,0.00000000,8
665,81,0.00000000,8
666,81,0.00000000,8
667,81,0.00000000,8
668,129,0.00000000,8
669,109,0.00000000,8
670,110,0.00000000,8
671,115,0.00000000,8
672,116,0.00000000,8
673,117,0.00000000,8
674,124,0.00000000,8
675,124,0.00000000,8
676,81,0.00000000,8
677,81,0.00000000,8
678,82,0.00000000,8
679,83,0.00000000,8
680,84,0.00000000,8
681,101,0.00000000,8
682,101,0.00000000,8
683,102,0.00000000,8
684,102,0.00000000,8
685,102,0.00000000,8
686,103,0.00000000,8
687,104,0.00000000,8
688,104,0.00000000,8
689,104,0.00000000,8
690,104,0.00000000,8
691,105,0.00000000,8
692,105,0.00000000,8
693,106,0.00000000,8
694,106,0.00000000,8
695,106,0.00000000,8
696,107,0.00000000,8
697,107,0.00000000,8
698,108,0.00000000,8
699,116,0.00000000,8
700,117,0.00000000,8
701,132,0.00000000,8
702,115,0.00000000,8
703,124,0.00000000,8
704,124,0.00000000,8
705,125,0.00000000,8
706,124,0.00000000,8
707,102,0.00000000,8
708,101,0.00000000,8
709,119,0.00000000,8
710,102,0.00000000,19
711,101,0.00000000,8
23282,3,0.00000000,1
712,102,0.00000000,8
713,102,0.00000000,8
714,102,0.00000000,8
715,102,0.00000000,8
716,103,0.00000000,8
717,103,0.00000000,8
718,109,0.00000000,8
719,109,0.00000000,8
720,109,0.00000000,8
721,109,0.00000000,8
722,109,0.00000000,8
723,109,0.00000000,8
724,109,0.00000000,8
725,109,0.00000000,8
726,104,0.00000000,8
727,105,0.00000000,8
728,104,0.00000000,8
729,104,0.00000000,8
730,104,0.00000000,8
731,104,0.00000000,8
732,104,0.00000000,8
733,104,0.00000000,8
734,104,0.00000000,8
735,104,0.00000000,8
736,104,0.00000000,8
737,104,0.00000000,8
738,104,0.00000000,8
739,104,0.00000000,8
740,104,0.00000000,8
741,104,0.00000000,8
742,104,0.00000000,8
743,104,0.00000000,8
744,104,0.00000000,8
745,104,0.00000000,8
746,104,0.00000000,8
747,105,0.00000000,8
748,105,0.00000000,8
749,105,0.00000000,8
750,105,0.00000000,8
751,106,0.00000000,8
752,106,0.00000000,8
753,106,0.00000000,8
754,106,0.00000000,8
755,125,0.00000000,8
756,101,0.00000000,8
757,102,0.00000000,8
758,103,0.00000000,8
759,101,0.00000000,8
760,101,0.00000000,8
761,101,0.00000000,8
762,101,0.00000000,8
763,102,0.00000000,8
764,102,0.00000000,8
765,102,0.00000000,8
766,101,0.00000000,8
767,101,0.00000000,8
768,101,0.00000000,8
769,102,0.00000000,8
770,102,0.00000000,8
771,102,0.00000000,8
772,103,0.00000000,8
773,101,0.00000000,8
774,101,0.00000000,8
775,101,0.00000000,8
776,101,0.00000000,8
777,102,0.00000000,8
778,102,0.00000000,8
779,102,0.00000000,8
780,102,0.00000000,8
781,101,0.00000000,8
782,103,0.00000000,8
783,101,0.00000000,8
784,101,0.00000000,8
785,101,0.00000000,8
786,101,0.00000000,8
787,102,0.00000000,8
788,102,0.00000000,8
789,101,0.00000000,8
790,101,0.00000000,8
791,98,0.00000000,20
792,99,0.00000000,20
793,99,0.00000000,20
794,122,0.00000000,21
795,122,0.00000000,21
796,108,0.00000000,21
797,108,0.00000000,21
798,103,0.00000000,21
799,103,0.00000000,21
800,109,0.00000000,20
801,110,0.00000000,20
802,111,0.00000000,20
803,119,0.00000000,20
804,98,0.00000000,20
805,99,0.00000000,20
23283,179,0.00000000,1
806,109,0.00000000,20
807,110,0.00000000,20
808,102,0.00000000,22
809,102,0.00000000,22
810,102,0.00000000,22
811,102,0.00000000,22
812,102,0.00000000,22
813,107,0.00000000,22
814,107,0.00000000,22
815,107,0.00000000,22
816,107,0.00000000,22
817,107,0.00000000,22
818,199,0.00000000,22
819,82,0.00000000,18
820,81,0.00000000,18
821,83,0.00000000,18
822,85,0.00000000,18
823,102,0.00000000,18
824,103,0.00000000,18
825,101,0.00000000,18
826,129,0.00000000,18
827,130,0.00000000,18
828,131,0.00000000,18
829,196,0.00000000,18
830,81,0.00000000,8
831,82,0.00000000,8
832,85,0.00000000,8
833,101,0.00000000,23
834,101,0.00000000,23
835,102,0.00000000,23
836,103,0.00000000,23
837,109,0.00000000,23
838,110,0.00000000,23
839,106,0.00000000,8
840,106,0.00000000,8
841,106,0.00000000,8
842,106,0.00000000,8
843,106,0.00000000,8
844,106,0.00000000,8
845,106,0.00000000,8
846,106,0.00000000,8
847,106,0.00000000,8
848,106,0.00000000,8
849,106,0.00000000,8
850,106,0.00000000,8
851,106,0.00000000,8
852,106,0.00000000,8
24395,38,96.83450000,1
853,106,0.00000000,8
854,106,0.00000000,8
855,106,0.00000000,8
856,106,0.00000000,8
857,106,0.00000000,8
858,106,0.00000000,8
859,106,0.00000000,8
860,102,0.00000000,24
861,102,0.00000000,24
862,102,0.00000000,24
863,102,0.00000000,24
864,102,0.00000000,24
865,107,0.00000000,24
866,107,0.00000000,24
867,107,0.00000000,24
868,107,0.00000000,24
869,107,0.00000000,24
870,122,0.00000000,16
871,122,0.00000000,16
872,122,0.00000000,16
873,108,0.00000000,16
874,108,0.00000000,16
875,108,0.00000000,16
876,124,0.00000000,16
877,124,0.00000000,16
878,81,0.00000000,16
879,81,0.00000000,16
880,81,0.00000000,16
881,81,0.00000000,16
882,103,0.00000000,16
883,101,0.00000000,22
884,101,0.00000000,24
885,102,0.00000000,25
886,102,0.00000000,25
887,102,0.00000000,25
888,102,0.00000000,25
889,102,0.00000000,25
890,107,0.00000000,25
891,107,0.00000000,25
892,107,0.00000000,25
893,107,0.00000000,25
894,107,0.00000000,25
895,199,0.00000000,25
896,196,0.00000000,25
897,196,0.00000000,25
898,131,0.00000000,25
899,101,0.00000000,25
24515,24,100.00000000,1
900,102,0.00000000,26
901,102,0.00000000,26
902,102,0.00000000,26
903,102,0.00000000,26
904,102,0.00000000,26
905,107,0.00000000,26
906,107,0.00000000,26
907,107,0.00000000,26
908,107,0.00000000,26
909,107,0.00000000,26
910,196,0.00000000,26
911,129,0.00000000,8
912,122,0.00000000,27
913,122,0.00000000,27
914,122,0.00000000,27
915,108,0.00000000,27
916,108,0.00000000,27
917,103,0.00000000,27
918,103,0.00000000,27
919,124,0.00000000,27
920,124,0.00000000,27
921,81,0.00000000,27
922,81,0.00000000,27
923,124,0.00000000,21
924,124,0.00000000,21
925,81,0.00000000,21
926,122,0.00000000,28
927,122,0.00000000,28
928,108,0.00000000,28
929,108,0.00000000,28
930,103,0.00000000,28
931,103,0.00000000,28
932,124,0.00000000,28
933,124,0.00000000,28
934,81,0.00000000,28
935,81,0.00000000,28
936,122,0.00000000,29
937,122,0.00000000,29
938,108,0.00000000,29
939,108,0.00000000,29
940,103,0.00000000,29
941,103,0.00000000,29
942,124,0.00000000,29
943,124,0.00000000,29
944,81,0.00000000,29
945,81,0.00000000,29
946,81,0.00000000,29
947,81,0.00000000,8
948,84,0.00000000,8
949,119,0.00000000,8
950,126,0.00000000,8
951,126,0.00000000,8
952,126,0.00000000,8
953,126,0.00000000,8
954,126,0.00000000,8
955,126,0.00000000,8
956,124,0.00000000,8
957,84,0.00000000,8
958,84,0.00000000,8
959,122,0.00000000,8
960,122,0.00000000,8
961,122,0.00000000,8
962,122,0.00000000,8
963,126,0.00000000,8
964,126,0.00000000,8
965,82,0.00000000,8
966,82,0.00000000,8
967,120,0.00000000,8
968,109,0.00000000,8
969,109,0.00000000,8
970,109,0.00000000,8
971,109,0.00000000,8
972,110,0.00000000,8
973,110,0.00000000,8
974,110,0.00000000,8
975,101,0.00000000,8
976,101,0.00000000,8
977,102,0.00000000,8
978,102,0.00000000,8
979,102,0.00000000,8
980,102,0.00000000,8
981,103,0.00000000,8
982,103,0.00000000,8
983,104,0.00000000,8
984,104,0.00000000,8
985,104,0.00000000,8
986,115,0.00000000,8
987,115,0.00000000,8
988,117,0.00000000,8
989,117,0.00000000,8
990,112,0.00000000,8
991,119,0.00000000,8
992,119,0.00000000,8
993,120,0.00000000,8
994,120,0.00000000,8
24516,173,0.00000000,1
995,121,0.00000000,8
996,121,0.00000000,8
997,121,0.00000000,8
998,124,0.00000000,8
999,124,0.00000000,8
1000,81,0.00000000,8
1001,119,0.00000000,8
1002,122,0.00000000,8
1003,124,0.00000000,8
1004,123,0.00000000,8
1005,123,0.00000000,8
1006,125,0.00000000,8
1007,126,0.00000000,8
1008,113,0.00000000,8
1009,108,0.00000000,8
1010,132,0.00000000,8
1011,123,0.00000000,8
1012,108,0.00000000,8
1013,102,0.00000000,30
1014,102,0.00000000,30
1015,102,0.00000000,30
1016,102,0.00000000,30
1017,102,0.00000000,30
1018,107,0.00000000,30
1019,107,0.00000000,30
1020,107,0.00000000,30
1021,107,0.00000000,30
1022,107,0.00000000,30
1023,108,0.00000000,30
1024,199,0.00000000,30
1025,101,0.00000000,30
1026,101,0.00000000,26
1027,102,0.00000000,8
1028,102,0.00000000,8
1029,103,0.00000000,8
1030,110,0.00000000,8
1031,113,0.00000000,8
1032,105,0.00000000,8
1033,105,0.00000000,8
1034,116,0.00000000,8
1035,119,0.00000000,8
1036,122,0.00000000,8
1037,123,0.00000000,8
1038,124,0.00000000,8
1039,125,0.00000000,8
1040,81,0.00000000,8
1041,81,0.00000000,8
24517,24,99.46720000,1
1042,82,0.00000000,8
1043,83,0.00000000,8
1044,83,0.00000000,8
1045,83,0.00000000,8
1046,84,0.00000000,8
1047,81,0.00000000,8
1048,82,0.00000000,8
1049,82,0.00000000,8
1050,83,0.00000000,8
1051,83,0.00000000,8
1052,84,0.00000000,8
1053,84,0.00000000,8
1054,196,0.00000000,8
1055,106,0.00000000,8
1056,108,0.00000000,8
1057,106,0.00000000,8
1058,106,0.00000000,8
1059,106,0.00000000,8
1060,106,0.00000000,8
1061,106,0.00000000,8
1062,106,0.00000000,8
1063,106,0.00000000,8
1064,106,0.00000000,8
1065,106,0.00000000,8
1066,106,0.00000000,8
1067,106,0.00000000,8
1068,106,0.00000000,8
1069,106,0.00000000,8
1070,107,0.00000000,8
1071,107,0.00000000,8
1072,107,0.00000000,8
1073,108,0.00000000,8
1074,108,0.00000000,8
1075,98,0.00000000,8
1076,98,0.00000000,8
1077,99,0.00000000,8
1078,106,0.00000000,8
1079,106,0.00000000,8
1080,106,0.00000000,8
1081,106,0.00000000,8
1082,106,0.00000000,8
1083,106,0.00000000,8
1084,106,0.00000000,8
1085,106,0.00000000,8
1086,101,0.00000000,8
1087,102,0.00000000,8
1088,103,0.00000000,8
1089,81,0.00000000,8
1090,81,0.00000000,8
1091,81,0.00000000,8
1092,81,0.00000000,8
1093,81,0.00000000,8
1094,81,0.00000000,8
1095,81,0.00000000,8
1096,81,0.00000000,8
1097,81,0.00000000,8
1098,81,0.00000000,8
1099,81,0.00000000,8
1100,81,0.00000000,8
1101,81,0.00000000,8
1102,81,0.00000000,8
1103,81,0.00000000,8
1104,81,0.00000000,8
1105,82,0.00000000,8
1106,123,0.00000000,8
1107,125,0.00000000,8
1108,81,0.00000000,8
1109,81,0.00000000,8
1110,83,0.00000000,8
1111,83,0.00000000,8
1112,101,0.00000000,8
1113,101,0.00000000,8
1114,102,0.00000000,8
1115,81,0.00000000,8
1116,85,0.00000000,8
1117,83,0.00000000,8
1118,101,0.00000000,8
1119,102,0.00000000,8
1120,101,0.00000000,8
1121,104,0.00000000,8
1122,129,0.00000000,31
1123,195,0.00000000,8
1124,198,0.00000000,8
1125,121,0.00000000,8
1126,121,0.00000000,8
1127,121,0.00000000,8
1128,121,0.00000000,8
1129,121,0.00000000,8
1130,112,0.00000000,8
1131,113,0.00000000,8
1132,113,0.00000000,8
1133,114,0.00000000,8
1134,81,0.00000000,8
1135,81,0.00000000,8
1136,81,0.00000000,8
1137,81,0.00000000,8
24518,179,0.00000000,1
